,Nro Comprobante,Fecha,Total,ID_cliente
17320,N/D B0003-00001210,2022-03-31,998.98,394
17321,N/D B0003-00001211,2022-03-31,998.98,394
17322,N/D B0003-00001212,2022-03-31,998.98,394
17323,N/D B0003-00001213,2022-03-31,998.98,394
17324,N/D B0003-00001214,2022-03-31,998.98,394
17325,N/D B0003-00001215,2022-03-31,998.98,394
17326,N/D B0003-00001216,2022-03-31,998.98,394
17327,N/D B0003-00001217,2022-03-31,998.98,394
17328,N/D B0003-00001218,2022-03-31,998.98,394
17329,N/D B0003-00001219,2022-03-31,998.98,394
17330,N/D B0003-00001220,2022-03-31,998.98,394
17331,N/D B0003-00001221,2022-03-31,998.98,394
17332,N/D B0003-00001222,2022-03-31,998.98,394
17333,N/D B0003-00001223,2022-03-31,998.98,394
17334,N/D B0003-00001224,2022-03-31,998.98,394
17335,N/D B0003-00001225,2022-03-31,998.98,394
17336,N/D B0003-00001226,2022-03-31,998.98,394
17337,N/D B0003-00001227,2022-03-31,998.98,394
17338,N/D B0003-00001228,2022-03-31,998.98,394
17339,N/D B0003-00001229,2022-03-31,868.51,394
17340,N/D B0003-00001230,2022-04-02,998.98,791
17341,N/D B0003-00001231,2022-04-02,998.98,791
17342,N/D B0003-00001232,2022-04-02,998.98,791
17343,N/D B0003-00001233,2022-04-02,218.12,791
17344,N/D B0003-00001234,2022-04-05,998.98,846
17345,N/D B0003-00001235,2022-04-05,998.98,846
17346,N/D B0003-00001236,2022-04-05,998.98,846
17347,N/D B0003-00001237,2022-04-05,998.98,846
17348,N/D B0003-00001238,2022-04-05,998.98,846
17349,N/D B0003-00001239,2022-04-05,998.98,846
17350,N/D B0003-00001240,2022-04-05,840.9,846
17351,N/D B0003-00001241,2022-04-11,998.98,75
17352,N/D B0003-00001242,2022-04-11,998.98,75
17353,N/D B0003-00001243,2022-04-11,1.99,75
17354,N/D B0003-00001244,2022-04-11,998.98,747
17355,N/D B0003-00001245,2022-04-11,998.98,747
17356,N/D B0003-00001246,2022-04-11,998.98,747
17357,N/D B0003-00001247,2022-04-11,998.98,747
17358,N/D B0003-00001248,2022-04-11,899.0,747
17359,N/D B0003-00001249,2022-04-20,998.98,324
17360,N/D B0003-00001250,2022-04-20,998.98,324
17361,N/D B0003-00001251,2022-04-20,278.63,324
17362,N/D B0003-00001252,2022-04-21,998.98,541
17363,N/D B0003-00001253,2022-04-21,669.96,541
17364,N/D B0003-00001254,2022-04-21,998.98,769
17365,N/D B0003-00001255,2022-04-21,998.98,769
17366,N/D B0003-00001256,2022-04-21,998.98,769
17367,N/D B0003-00001257,2022-04-21,2.98,769
17368,N/D B0003-00001258,2022-04-28,998.98,354
17369,N/D B0003-00001259,2022-04-28,500.98,354
17370,N/D B0003-00001260,2022-04-28,834.86,791
17371,N/D B0003-00001261,2022-04-29,998.98,733
17372,N/D B0003-00001262,2022-04-29,0.99,733
17373,N/D B0003-00001263,2022-05-05,998.98,75
17374,N/D B0003-00001264,2022-05-05,52.32,75
17375,N/D B0003-00001265,2022-05-05,998.98,657
17376,N/D B0003-00001266,2022-05-05,998.98,657
17377,N/D B0003-00001267,2022-05-05,1.99,657
17378,N/D B0003-00001268,2022-05-16,998.98,769
17379,N/D B0003-00001269,2022-05-16,998.98,769
17380,N/D B0003-00001270,2022-05-16,998.98,769
17381,N/D B0003-00001271,2022-05-16,2.98,769
17382,N/D B0003-00001272,2022-05-19,433.07,541
17383,N/D B0003-00001273,2022-05-30,998.98,354
17384,N/D B0003-00001274,2022-05-30,500.98,354
17385,N/D B0003-00001275,2022-05-30,998.98,657
17386,N/D B0003-00001276,2022-05-30,998.98,657
17387,N/D B0003-00001277,2022-05-30,1.99,657
17388,N/D B0003-00001278,2022-05-31,998.98,733
17389,N/D B0003-00001279,2022-05-31,0.99,733
17390,N/D B0003-00001280,2022-06-04,998.98,508
17391,N/D B0003-00001281,2022-06-04,500.98,508
17392,N/D B0003-00001282,2022-06-13,998.98,508
17393,N/D B0003-00001283,2022-06-13,0.99,508
17394,N/D B0003-00001284,2022-06-13,998.98,324
17395,N/D B0003-00001285,2022-06-13,998.98,324
17396,N/D B0003-00001286,2022-06-13,998.98,324
17397,N/D B0003-00001287,2022-06-13,2.98,324
17398,N/D B0003-00001288,2022-06-15,998.98,541
17399,N/D B0003-00001289,2022-06-15,998.98,541
17400,N/D B0003-00001290,2022-06-15,424.93,541
17401,N/D B0003-00001291,2022-06-21,577.66,75
17402,N/D B0003-00001292,2022-06-21,930.49,769
17403,N/D B0099-00000001,2016-01-20,66.05,882
17404,N/D B0099-00000002,2016-03-11,29.99,857
17405,N/D B0099-00000003,2016-03-11,29.99,255
17406,N/D B0099-00000004,2016-03-11,29.99,854
17407,N/D B0099-00000005,2016-03-11,29.99,929
17408,N/D B0099-00000006,2016-03-12,93.99,796
17409,N/D B0099-00000007,2016-03-12,31.99,963
17410,N/D B0099-00000008,2016-03-14,43.99,37
17411,N/D B0099-00000009,2016-03-14,22.99,580
17412,N/D B0099-00000010,2016-03-14,45.99,497
17413,N/D B0099-00000011,2016-03-15,77.37,282
17414,N/D B0099-00000012,2016-03-15,47.98,785
17415,N/D B0099-00000013,2016-03-15,47.98,314
17416,N/D B0099-00000014,2016-03-16,105.99,915
17417,N/D B0099-00000015,2016-03-21,59.99,160
17418,N/D B0099-00000016,2016-04-05,137.98,956
17419,N/D B0099-00000017,2016-04-07,64.98,947
17420,N/D B0099-00000018,2016-04-12,41.99,446
17421,N/D B0099-00000019,2016-04-12,121.99,841
17422,N/D B0099-00000020,2016-04-12,11.45,841
17423,N/D B0099-00000021,2016-04-12,39.99,674
17424,N/D B0099-00000022,2016-04-12,41.99,314
17425,N/D B0099-00000023,2016-04-12,41.99,211
17426,N/D B0099-00000024,2016-04-13,89.99,796
17427,N/D B0099-00000025,2016-04-13,43.99,105
17428,N/D B0099-00000026,2016-04-14,45.99,550
17429,N/D B0099-00000027,2016-04-15,37.99,857
17430,N/D B0099-00000028,2016-04-18,161.99,226
17431,N/D B0099-00000029,2016-04-18,177.99,226
17432,N/D B0099-00000030,2016-04-18,26.99,952
17433,N/D B0099-00000031,2016-04-19,88.99,537
17434,N/D B0099-00000032,2016-04-22,61.12,492
17435,N/D B0099-00000033,2016-04-22,51.99,854
17436,N/D B0099-00000034,2016-04-22,61.98,160
17437,N/D B0099-00000035,2016-04-27,38.99,580
17438,N/D B0099-00000036,2016-04-29,70.99,242
17439,N/D B0099-00000037,2016-04-29,80.99,497
17440,N/D B0099-00000038,2016-05-03,189.99,86
17441,N/D B0099-00000039,2016-05-04,85.99,255
17442,N/D B0099-00000040,2016-05-06,323.98,485
17443,N/D B0099-00000041,2016-05-11,84.99,706
17444,N/D B0099-00000042,2016-05-11,11.99,226
17445,N/D B0099-00000043,2016-05-11,29.99,6
17446,N/D B0099-00000044,2016-05-11,39.99,314
17447,N/D B0099-00000045,2016-05-12,41.99,105
17448,N/D B0099-00000046,2016-05-12,41.99,37
17449,N/D B0099-00000047,2016-05-12,41.99,258
17450,N/D B0099-00000048,2016-05-13,43.99,674
17451,N/D B0099-00000049,2016-05-13,43.99,211
17452,N/D B0099-00000050,2016-05-14,101.99,796
17453,N/D B0099-00000051,2016-05-16,39.99,963
17454,N/D B0099-00000052,2016-05-16,24.99,952
17455,N/D B0099-00000053,2016-05-16,39.99,929
17456,N/D B0099-00000054,2016-05-18,53.99,207
17457,N/D B0099-00000055,2016-05-21,59.99,160
17458,N/D B0099-00000056,2016-05-23,163.99,841
17459,N/D B0099-00000057,2016-05-31,86.99,497
17460,N/D B0099-00000058,2016-06-01,46.99,580
17461,N/D B0099-00000059,2016-06-02,79.99,242
17462,N/D B0099-00000060,2016-06-03,92.98,446
17463,N/D B0099-00000061,2016-06-06,93.99,457
17464,N/D B0099-00000062,2016-06-06,103.99,785
17465,N/D B0099-00000063,2016-06-06,173.99,939
17466,N/D B0099-00000064,2016-06-07,97.99,255
17467,N/D B0099-00000065,2016-06-08,101.99,854
17468,N/D B0099-00000066,2016-06-10,250.99,485
17469,N/D B0099-00000067,2016-06-11,49.99,401
17470,N/D B0099-00000068,2016-06-13,33.98,390
17471,N/D B0099-00000069,2016-06-13,21.99,698
17472,N/D B0099-00000070,2016-06-13,44.15,863
17473,N/D B0099-00000071,2016-06-13,21.99,853
17474,N/D B0099-00000072,2016-06-14,93.99,347
17475,N/D B0099-00000073,2016-06-15,259.99,86
17476,N/D B0099-00000074,2016-06-15,61.98,206
17477,N/D B0099-00000075,2016-06-15,47.98,314
17478,N/D B0099-00000076,2016-06-16,49.99,207
17479,N/D B0099-00000077,2016-06-16,49.99,37
17480,N/D B0099-00000078,2016-06-18,205.99,618
17481,N/D B0099-00000079,2016-06-22,51.99,841
17482,N/D B0099-00000080,2016-06-22,97.99,537
17483,N/D B0099-00000081,2016-06-22,403.99,485
17484,N/D B0099-00000082,2016-06-24,63.99,160
17485,N/D B0099-00000083,2016-06-28,40.99,580
17486,N/D B0099-00000084,2016-07-01,70.99,497
17487,N/D B0099-00000085,2016-07-02,88.99,289
17488,N/D B0099-00000086,2016-07-04,85.99,857
17489,N/D B0099-00000087,2016-07-04,85.99,854
17490,N/D B0099-00000088,2016-07-05,99.99,255
17491,N/D B0099-00000089,2016-07-05,99.99,785
17492,N/D B0099-00000090,2016-07-05,99.99,630
17493,N/D B0099-00000091,2016-07-06,93.99,963
17494,N/D B0099-00000092,2016-07-06,210.99,492
17495,N/D B0099-00000093,2016-07-07,107.99,939
17496,N/D B0099-00000094,2016-07-07,107.99,446
17497,N/D B0099-00000095,2016-07-07,59.99,956
17498,N/D B0099-00000096,2016-07-11,232.99,796
17499,N/D B0099-00000097,2016-07-12,39.99,618
17500,N/D B0099-00000098,2016-07-12,9.99,609
17501,N/D B0099-00000099,2016-07-12,39.99,472
17502,N/D B0099-00000100,2016-07-12,39.99,863
17503,N/D B0099-00000101,2016-07-12,96.99,818
17504,N/D B0099-00000102,2016-07-13,20.99,516
17505,N/D B0099-00000103,2016-07-13,41.99,105
17506,N/D B0099-00000104,2016-07-14,43.99,71
17507,N/D B0099-00000105,2016-07-14,43.99,208
17508,N/D B0099-00000106,2016-07-14,123.98,23
17509,N/D B0099-00000107,2016-07-14,22.99,698
17510,N/D B0099-00000108,2016-07-14,43.99,113
17511,N/D B0099-00000109,2016-07-14,33.98,298
17512,N/D B0099-00000110,2016-07-15,45.99,37
17513,N/D B0099-00000111,2016-07-18,82.99,537
17514,N/D B0099-00000112,2016-07-18,51.99,550
17515,N/D B0099-00000113,2016-07-20,65.99,841
17516,N/D B0099-00000114,2016-07-21,57.99,160
17517,N/D B0099-00000115,2016-07-21,57.99,314
17518,N/D B0099-00000116,2016-07-26,998.98,485
17519,N/D B0099-00000117,2016-07-27,445.55,493
17520,N/D B0099-00000118,2016-07-29,185.98,242
17521,N/D B0099-00000119,2016-08-01,76.99,857
17522,N/D B0099-00000120,2016-08-01,207.99,447
17523,N/D B0099-00000121,2016-08-01,176.99,658
17524,N/D B0099-00000122,2016-08-01,86.99,497
17525,N/D B0099-00000123,2016-08-02,89.99,165
17526,N/D B0099-00000124,2016-08-02,64.02,751
17527,N/D B0099-00000125,2016-08-02,998.98,581
17528,N/D B0099-00000126,2016-08-02,998.98,581
17529,N/D B0099-00000127,2016-08-02,181.99,226
17530,N/D B0099-00000128,2016-08-02,89.99,226
17531,N/D B0099-00000129,2016-08-02,79.99,854
17532,N/D B0099-00000130,2016-08-03,92.98,238
17533,N/D B0099-00000131,2016-08-03,399.98,33
17534,N/D B0099-00000132,2016-08-03,82.99,481
17535,N/D B0099-00000133,2016-08-04,95.98,11
17536,N/D B0099-00000134,2016-08-04,85.99,255
17537,N/D B0099-00000135,2016-08-05,99.99,785
17538,N/D B0099-00000136,2016-08-06,29.99,939
17539,N/D B0099-00000137,2016-08-08,94.99,492
17540,N/D B0099-00000138,2016-08-09,105.99,630
17541,N/D B0099-00000139,2016-08-09,67.98,580
17542,N/D B0099-00000140,2016-08-11,29.99,359
17543,N/D B0099-00000141,2016-08-11,39.99,600
17544,N/D B0099-00000142,2016-08-11,39.99,930
17545,N/D B0099-00000143,2016-08-12,41.99,564
17546,N/D B0099-00000144,2016-08-12,117.99,260
17547,N/D B0099-00000145,2016-08-12,157.98,447
17548,N/D B0099-00000146,2016-08-12,31.99,805
17549,N/D B0099-00000147,2016-08-12,31.99,298
17550,N/D B0099-00000148,2016-08-13,33.98,481
17551,N/D B0099-00000149,2016-08-16,79.99,185
17552,N/D B0099-00000150,2016-08-16,24.99,698
17553,N/D B0099-00000151,2016-08-16,64.98,69
17554,N/D B0099-00000152,2016-08-16,49.99,37
17555,N/D B0099-00000153,2016-08-16,59.99,841
17556,N/D B0099-00000154,2016-08-17,51.99,550
17557,N/D B0099-00000155,2016-08-17,41.99,929
17558,N/D B0099-00000156,2016-08-18,151.98,952
17559,N/D B0099-00000157,2016-08-19,55.99,160
17560,N/D B0099-00000158,2016-08-19,55.99,113
17561,N/D B0099-00000159,2016-08-19,55.99,71
17562,N/D B0099-00000160,2016-08-20,243.99,41
17563,N/D B0099-00000161,2016-08-22,61.98,614
17564,N/D B0099-00000162,2016-08-23,998.98,68
17565,N/D B0099-00000163,2016-08-27,368.43,493
17566,N/D B0099-00000164,2016-08-30,263.99,242
17567,N/D B0099-00000165,2016-08-31,131.99,537
17568,N/D B0099-00000166,2016-08-31,86.99,211
17569,N/D B0099-00000167,2016-09-01,79.99,255
17570,N/D B0099-00000168,2016-09-05,103.99,863
17571,N/D B0099-00000169,2016-09-05,93.99,751
17572,N/D B0099-00000170,2016-09-06,227.98,41
17573,N/D B0099-00000171,2016-09-06,107.99,434
17574,N/D B0099-00000172,2016-09-07,111.99,630
17575,N/D B0099-00000173,2016-09-07,148.99,206
17576,N/D B0099-00000174,2016-09-08,105.99,854
17577,N/D B0099-00000175,2016-09-08,115.99,446
17578,N/D B0099-00000176,2016-09-08,115.99,11
17579,N/D B0099-00000177,2016-09-09,70.99,818
17580,N/D B0099-00000178,2016-09-09,399.98,458
17581,N/D B0099-00000179,2016-09-09,193.99,681
17582,N/D B0099-00000180,2016-09-09,109.98,857
17583,N/D B0099-00000181,2016-09-10,198.99,347
17584,N/D B0099-00000182,2016-09-12,31.99,457
17585,N/D B0099-00000183,2016-09-12,31.99,853
17586,N/D B0099-00000184,2016-09-12,31.99,170
17587,N/D B0099-00000185,2016-09-12,20.99,166
17588,N/D B0099-00000186,2016-09-12,131.99,785
17589,N/D B0099-00000187,2016-09-12,31.99,359
17590,N/D B0099-00000188,2016-09-12,52.99,393
17591,N/D B0099-00000189,2016-09-12,41.99,546
17592,N/D B0099-00000190,2016-09-12,41.99,909
17593,N/D B0099-00000191,2016-09-12,41.99,230
17594,N/D B0099-00000192,2016-09-13,21.99,516
17595,N/D B0099-00000193,2016-09-13,43.99,213
17596,N/D B0099-00000194,2016-09-13,43.99,37
17597,N/D B0099-00000195,2016-09-13,34.15,281
17598,N/D B0099-00000196,2016-09-13,63.99,49
17599,N/D B0099-00000197,2016-09-13,33.98,769
17600,N/D B0099-00000198,2016-09-13,55.99,956
17601,N/D B0099-00000199,2016-09-13,43.99,600
17602,N/D B0099-00000200,2016-09-13,43.99,645
17603,N/D B0099-00000201,2016-09-13,43.99,930
17604,N/D B0099-00000202,2016-09-14,45.99,564
17605,N/D B0099-00000203,2016-09-14,45.99,208
17606,N/D B0099-00000204,2016-09-14,58.99,79
17607,N/D B0099-00000205,2016-09-14,256.99,658
17608,N/D B0099-00000206,2016-09-14,35.99,6
17609,N/D B0099-00000207,2016-09-14,93.99,724
17610,N/D B0099-00000208,2016-09-15,37.99,654
17611,N/D B0099-00000209,2016-09-16,262.99,226
17612,N/D B0099-00000210,2016-09-16,143.99,226
17613,N/D B0099-00000211,2016-09-16,96.99,624
17614,N/D B0099-00000212,2016-09-16,23.99,882
17615,N/D B0099-00000213,2016-09-16,47.98,801
17616,N/D B0099-00000214,2016-09-16,49.99,569
17617,N/D B0099-00000215,2016-09-16,23.99,769
17618,N/D B0099-00000216,2016-09-16,153.99,23
17619,N/D B0099-00000217,2016-09-16,49.99,76
17620,N/D B0099-00000218,2016-09-16,99.99,939
17621,N/D B0099-00000219,2016-09-16,49.99,113
17622,N/D B0099-00000220,2016-09-16,24.99,210
17623,N/D B0099-00000221,2016-09-17,998.98,485
17624,N/D B0099-00000222,2016-09-17,0.99,485
17625,N/D B0099-00000223,2016-09-19,467.22,796
17626,N/D B0099-00000224,2016-09-19,99.99,796
17627,N/D B0099-00000225,2016-09-19,59.99,841
17628,N/D B0099-00000226,2016-09-19,149.99,681
17629,N/D B0099-00000227,2016-09-19,55.99,550
17630,N/D B0099-00000228,2016-09-20,153.99,260
17631,N/D B0099-00000229,2016-09-20,57.99,863
17632,N/D B0099-00000230,2016-09-20,76.99,164
17633,N/D B0099-00000231,2016-09-21,354.98,963
17634,N/D B0099-00000232,2016-09-22,61.98,160
17635,N/D B0099-00000233,2016-09-23,202.98,952
17636,N/D B0099-00000234,2016-09-24,65.99,27
17637,N/D B0099-00000235,2016-09-27,135.99,313
17638,N/D B0099-00000236,2016-09-30,83.99,434
17639,N/D B0099-00000237,2016-09-30,83.99,71
17640,N/D B0099-00000238,2016-09-30,83.99,950
17641,N/D B0099-00000239,2016-10-01,131.99,151
17642,N/D B0099-00000240,2016-10-01,294.99,497
17643,N/D B0099-00000241,2016-10-03,92.98,105
17644,N/D B0099-00000242,2016-10-03,92.98,226
17645,N/D B0099-00000243,2016-10-03,186.99,226
17646,N/D B0099-00000244,2016-10-04,318.99,41
17647,N/D B0099-00000245,2016-10-05,89.99,255
17648,N/D B0099-00000246,2016-10-05,204.99,580
17649,N/D B0099-00000247,2016-10-05,196.98,330
17650,N/D B0099-00000248,2016-10-06,93.99,651
17651,N/D B0099-00000249,2016-10-07,97.99,854
17652,N/D B0099-00000250,2016-10-07,61.98,900
17653,N/D B0099-00000251,2016-10-07,97.99,751
17654,N/D B0099-00000252,2016-10-07,0.99,900
17655,N/D B0099-00000253,2016-10-07,679.99,447
17656,N/D B0099-00000254,2016-10-07,61.98,818
17657,N/D B0099-00000255,2016-10-08,64.98,857
17658,N/D B0099-00000256,2016-10-08,111.99,314
17659,N/D B0099-00000257,2016-10-11,163.99,613
17660,N/D B0099-00000258,2016-10-11,163.99,206
17661,N/D B0099-00000259,2016-10-11,73.99,956
17662,N/D B0099-00000260,2016-10-11,799.99,68
17663,N/D B0099-00000261,2016-10-12,29.99,207
17664,N/D B0099-00000262,2016-10-12,39.99,207
17665,N/D B0099-00000263,2016-10-12,19.98,312
17666,N/D B0099-00000264,2016-10-12,95.0,166
17667,N/D B0099-00000265,2016-10-12,84.99,680
17668,N/D B0099-00000266,2016-10-12,39.99,600
17669,N/D B0099-00000267,2016-10-12,20.99,51
17670,N/D B0099-00000268,2016-10-13,173.99,238
17671,N/D B0099-00000269,2016-10-13,31.99,298
17672,N/D B0099-00000270,2016-10-13,20.99,210
17673,N/D B0099-00000271,2016-10-14,45.99,569
17674,N/D B0099-00000272,2016-10-14,45.99,564
17675,N/D B0099-00000273,2016-10-14,135.99,785
17676,N/D B0099-00000274,2016-10-14,22.99,956
17677,N/D B0099-00000275,2016-10-14,43.99,801
17678,N/D B0099-00000276,2016-10-14,145.11,11
17679,N/D B0099-00000277,2016-10-15,45.99,550
17680,N/D B0099-00000278,2016-10-15,35.99,769
17681,N/D B0099-00000279,2016-10-15,45.99,49
17682,N/D B0099-00000280,2016-10-17,51.99,95
17683,N/D B0099-00000281,2016-10-17,41.99,321
17684,N/D B0099-00000282,2016-10-17,998.98,581
17685,N/D B0099-00000283,2016-10-17,113.99,194
17686,N/D B0099-00000284,2016-10-17,71.99,841
17687,N/D B0099-00000285,2016-10-17,41.99,805
17688,N/D B0099-00000286,2016-10-19,258.98,681
17689,N/D B0099-00000287,2016-10-19,55.99,645
17690,N/D B0099-00000288,2016-10-21,287.99,674
17691,N/D B0099-00000289,2016-10-21,287.99,41
17692,N/D B0099-00000290,2016-10-21,59.99,113
17693,N/D B0099-00000291,2016-10-21,114.99,724
17694,N/D B0099-00000292,2016-10-24,195.99,260
17695,N/D B0099-00000293,2016-10-24,65.99,863
17696,N/D B0099-00000294,2016-10-25,68.99,37
17697,N/D B0099-00000295,2016-10-25,107.99,151
17698,N/D B0099-00000296,2016-10-29,319.99,165
17699,N/D B0099-00000297,2016-10-31,76.99,457
17700,N/D B0099-00000298,2016-10-31,76.99,255
17701,N/D B0099-00000299,2016-10-31,86.99,289
17702,N/D B0099-00000300,2016-10-31,290.99,497
17703,N/D B0099-00000301,2016-10-31,998.98,485
17704,N/D B0099-00000302,2016-10-31,76.99,242
17705,N/D B0099-00000303,2016-11-01,79.99,751
17706,N/D B0099-00000304,2016-11-01,89.99,610
17707,N/D B0099-00000305,2016-11-01,419.99,537
17708,N/D B0099-00000306,2016-11-02,92.98,226
17709,N/D B0099-00000307,2016-11-02,186.99,226
17710,N/D B0099-00000308,2016-11-02,92.98,614
17711,N/D B0099-00000309,2016-11-02,998.98,682
17712,N/D B0099-00000310,2016-11-02,238.99,682
17713,N/D B0099-00000311,2016-11-02,159.99,313
17714,N/D B0099-00000312,2016-11-02,92.98,592
17715,N/D B0099-00000313,2016-11-03,85.99,857
17716,N/D B0099-00000314,2016-11-03,95.98,546
17717,N/D B0099-00000315,2016-11-03,95.98,27
17718,N/D B0099-00000316,2016-11-03,264.99,253
17719,N/D B0099-00000317,2016-11-04,89.99,654
17720,N/D B0099-00000318,2016-11-04,57.98,166
17721,N/D B0099-00000319,2016-11-04,219.99,630
17722,N/D B0099-00000320,2016-11-04,318.99,681
17723,N/D B0099-00000321,2016-11-07,0.99,575
17724,N/D B0099-00000322,2016-11-07,111.99,24
17725,N/D B0099-00000323,2016-11-08,115.99,208
17726,N/D B0099-00000324,2016-11-10,119.99,11
17727,N/D B0099-00000325,2016-11-10,123.98,785
17728,N/D B0099-00000326,2016-11-10,47.98,485
17729,N/D B0099-00000327,2016-11-10,163.99,206
17730,N/D B0099-00000328,2016-11-11,248.99,609
17731,N/D B0099-00000329,2016-11-11,39.99,609
17732,N/D B0099-00000330,2016-11-11,117.99,105
17733,N/D B0099-00000331,2016-11-11,84.99,20
17734,N/D B0099-00000332,2016-11-11,39.99,413
17735,N/D B0099-00000333,2016-11-11,39.99,739
17736,N/D B0099-00000334,2016-11-11,353.99,41
17737,N/D B0099-00000335,2016-11-11,39.99,113
17738,N/D B0099-00000336,2016-11-11,19.98,51
17739,N/D B0099-00000337,2016-11-11,19.98,781
17740,N/D B0099-00000338,2016-11-11,19.98,781
17741,N/D B0099-00000339,2016-11-12,93.99,640
17742,N/D B0099-00000340,2016-11-12,41.99,532
17743,N/D B0099-00000341,2016-11-14,134.99,430
17744,N/D B0099-00000342,2016-11-14,45.99,655
17745,N/D B0099-00000343,2016-11-14,45.99,230
17746,N/D B0099-00000344,2016-11-14,35.99,805
17747,N/D B0099-00000345,2016-11-14,45.99,610
17748,N/D B0099-00000346,2016-11-14,35.99,619
17749,N/D B0099-00000347,2016-11-14,45.99,930
17750,N/D B0099-00000348,2016-11-15,47.98,863
17751,N/D B0099-00000349,2016-11-15,61.98,486
17752,N/D B0099-00000350,2016-11-15,199.98,444
17753,N/D B0099-00000351,2016-11-15,223.99,624
17754,N/D B0099-00000352,2016-11-15,37.99,929
17755,N/D B0099-00000353,2016-11-16,64.98,79
17756,N/D B0099-00000354,2016-11-16,49.99,11
17757,N/D B0099-00000355,2016-11-17,25.99,312
17758,N/D B0099-00000356,2016-11-17,51.99,600
17759,N/D B0099-00000357,2016-11-18,70.99,788
17760,N/D B0099-00000358,2016-11-18,53.99,37
17761,N/D B0099-00000359,2016-11-18,105.99,236
17762,N/D B0099-00000360,2016-11-18,53.99,550
17763,N/D B0099-00000361,2016-11-19,55.99,801
17764,N/D B0099-00000362,2016-11-19,88.99,151
17765,N/D B0099-00000363,2016-11-21,94.99,537
17766,N/D B0099-00000364,2016-11-21,114.99,724
17767,N/D B0099-00000365,2016-11-21,59.99,645
17768,N/D B0099-00000366,2016-11-21,157.98,854
17769,N/D B0099-00000367,2016-11-22,432.59,963
17770,N/D B0099-00000368,2016-11-22,140.98,900
17771,N/D B0099-00000369,2016-11-22,61.98,268
17772,N/D B0099-00000370,2016-11-24,304.26,674
17773,N/D B0099-00000371,2016-11-25,68.99,49
17774,N/D B0099-00000372,2016-11-25,58.99,769
17775,N/D B0099-00000373,2016-11-25,89.99,253
17776,N/D B0099-00000374,2016-11-29,309.98,481
17777,N/D B0099-00000375,2016-12-01,171.98,16
17778,N/D B0099-00000376,2016-12-01,294.99,950
17779,N/D B0099-00000377,2016-12-01,998.98,165
17780,N/D B0099-00000378,2016-12-01,199.98,493
17781,N/D B0099-00000379,2016-12-01,299.99,98
17782,N/D B0099-00000380,2016-12-01,86.99,817
17783,N/D B0099-00000381,2016-12-02,79.99,857
17784,N/D B0099-00000382,2016-12-02,211.99,434
17785,N/D B0099-00000383,2016-12-03,159.99,313
17786,N/D B0099-00000384,2016-12-03,313.99,41
17787,N/D B0099-00000385,2016-12-05,99.99,546
17788,N/D B0099-00000386,2016-12-06,173.99,939
17789,N/D B0099-00000387,2016-12-06,202.98,194
17790,N/D B0099-00000388,2016-12-06,58.99,956
17791,N/D B0099-00000389,2016-12-06,227.98,160
17792,N/D B0099-00000390,2016-12-07,147.99,497
17793,N/D B0099-00000391,2016-12-07,133.99,841
17794,N/D B0099-00000392,2016-12-07,97.99,841
17795,N/D B0099-00000393,2016-12-07,173.99,681
17796,N/D B0099-00000394,2016-12-07,339.99,447
17797,N/D B0099-00000395,2016-12-12,41.99,323
17798,N/D B0099-00000396,2016-12-12,67.98,245
17799,N/D B0099-00000397,2016-12-12,134.99,664
17800,N/D B0099-00000398,2016-12-12,31.99,170
17801,N/D B0099-00000399,2016-12-12,87.99,347
17802,N/D B0099-00000400,2016-12-12,20.99,516
17803,N/D B0099-00000401,2016-12-12,41.99,101
17804,N/D B0099-00000402,2016-12-12,52.99,759
17805,N/D B0099-00000403,2016-12-12,41.99,228
17806,N/D B0099-00000404,2016-12-12,41.99,120
17807,N/D B0099-00000405,2016-12-12,124.99,430
17808,N/D B0099-00000406,2016-12-12,31.99,345
17809,N/D B0099-00000407,2016-12-12,41.99,605
17810,N/D B0099-00000408,2016-12-12,87.99,478
17811,N/D B0099-00000409,2016-12-12,87.99,224
17812,N/D B0099-00000410,2016-12-12,20.99,853
17813,N/D B0099-00000411,2016-12-12,31.99,853
17814,N/D B0099-00000412,2016-12-12,31.99,619
17815,N/D B0099-00000413,2016-12-12,20.99,2
17816,N/D B0099-00000414,2016-12-12,41.99,2
17817,N/D B0099-00000415,2016-12-12,31.99,359
17818,N/D B0099-00000416,2016-12-12,20.99,711
17819,N/D B0099-00000417,2016-12-13,21.99,312
17820,N/D B0099-00000418,2016-12-13,55.99,858
17821,N/D B0099-00000419,2016-12-13,175.99,288
17822,N/D B0099-00000420,2016-12-13,0.99,313
17823,N/D B0099-00000421,2016-12-13,43.99,739
17824,N/D B0099-00000422,2016-12-13,998.98,796
17825,N/D B0099-00000423,2016-12-13,0.99,796
17826,N/D B0099-00000424,2016-12-13,43.99,930
17827,N/D B0099-00000425,2016-12-13,70.99,282
17828,N/D B0099-00000426,2016-12-13,33.98,929
17829,N/D B0099-00000427,2016-12-14,58.99,259
17830,N/D B0099-00000428,2016-12-14,35.99,805
17831,N/D B0099-00000429,2016-12-14,22.99,781
17832,N/D B0099-00000430,2016-12-14,22.99,781
17833,N/D B0099-00000431,2016-12-14,21.99,282
17834,N/D B0099-00000432,2016-12-15,23.99,413
17835,N/D B0099-00000433,2016-12-15,0.99,858
17836,N/D B0099-00000434,2016-12-16,109.98,168
